,State,County,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
54005,NC,Onslow,2009,-0.05,223.58,208.27,159.71
54006,NC,Onslow,2010,-2.52,217.96,203.02,155.69
54007,NC,Onslow,2011,-3.89,209.47,195.12,149.63
54008,NC,Onslow,2012,-5.05,198.9,185.27,142.08
54009,NC,Onslow,2013,0.14,199.18,185.53,142.28
54010,NC,Onslow,2014,-7,185.23,172.54,132.31
54011,NC,Onslow,2015,-0.98,183.4,170.84,131.01
54012,NC,Onslow,2016,2.5,188,175.12,134.29
54013,NC,Onslow,2017,2.02,191.79,178.65,137
54014,NC,Onslow,2018,2.76,197.08,183.58,140.78
54030,NC,Orange,1990,0.78,268.13,100,64.89
54031,NC,Orange,1991,2.7,275.37,102.7,66.64
54032,NC,Orange,1992,3.38,284.67,106.17,68.89
54033,NC,Orange,1993,2.92,292.99,109.27,70.9
54034,NC,Orange,1994,4.27,305.52,113.94,73.93
54035,NC,Orange,1995,9.34,334.05,124.58,80.84
54036,NC,Orange,1996,2.31,341.78,127.47,82.71
54037,NC,Orange,1997,6.61,364.36,135.89,88.17
54038,NC,Orange,1998,3.18,375.95,140.21,90.98
54039,NC,Orange,1999,4.13,391.48,146,94.73
54040,NC,Orange,2000,5.56,413.24,154.12,100
54041,NC,Orange,2001,4.46,431.67,160.99,104.46
54042,NC,Orange,2002,3.51,446.82,166.64,108.13
54043,NC,Orange,2003,1.54,453.69,169.2,109.79
54044,NC,Orange,2004,5.37,478.07,178.3,115.69
54045,NC,Orange,2005,6.89,511.01,190.58,123.66
54046,NC,Orange,2006,6.88,546.15,203.69,132.16
54047,NC,Orange,2007,4.93,573.06,213.72,138.68
54048,NC,Orange,2008,1.66,582.55,217.26,140.97
54049,NC,Orange,2009,-1.35,574.68,214.33,139.07
54050,NC,Orange,2010,-3.38,555.28,207.09,134.37
54051,NC,Orange,2011,-1.91,544.69,203.14,131.81
54052,NC,Orange,2012,-1.15,538.45,200.81,130.3
54053,NC,Orange,2013,1.19,544.86,203.21,131.85
54054,NC,Orange,2014,2.7,559.59,208.7,135.41
54055,NC,Orange,2015,3.13,577.12,215.24,139.66
54056,NC,Orange,2016,2.5,591.58,220.63,143.16
54057,NC,Orange,2017,6.16,628.04,234.23,151.98
54058,NC,Orange,2018,6.01,665.81,248.32,161.12
54059,NC,Pamlico,1992,.,100,.,73.57
54060,NC,Pamlico,1993,-4.6,95.4,.,70.19
54061,NC,Pamlico,1994,4.7,99.89,.,73.49
54062,NC,Pamlico,1995,15.69,115.56,.,85.02
54063,NC,Pamlico,1996,-1.58,113.73,.,83.68
54064,NC,Pamlico,1997,4.47,118.81,.,87.42
54065,NC,Pamlico,1998,2.74,122.08,.,89.82
54066,NC,Pamlico,1999,-0.61,121.34,.,89.27
54067,NC,Pamlico,2000,12.02,135.92,.,100
54068,NC,Pamlico,2001,-3.08,131.73,.,96.92
54069,NC,Pamlico,2002,1.62,133.86,.,98.49
54070,NC,Pamlico,2003,6.29,142.28,.,104.68
54071,NC,Pamlico,2004,6.3,151.25,.,111.28
54072,NC,Pamlico,2005,11.03,167.93,.,123.55
54073,NC,Pamlico,2006,20.39,202.17,.,148.74
54074,NC,Pamlico,2007,6.6,215.5,.,158.56
54075,NC,Pamlico,2008,-4.34,206.15,.,151.68
54076,NC,Pamlico,2009,-1.01,204.07,.,150.14
54077,NC,Pamlico,2010,-8.8,186.11,.,136.93
54078,NC,Pamlico,2011,-8.33,170.61,.,125.52
54079,NC,Pamlico,2012,9.22,186.34,.,137.1
54080,NC,Pamlico,2013,-8.26,170.95,.,125.78
54081,NC,Pamlico,2014,-3.18,165.52,.,121.78
54082,NC,Pamlico,2015,-7.88,152.48,.,112.18
54083,NC,Pamlico,2016,3.43,157.71,.,116.03
54084,NC,Pamlico,2017,-2.35,154,.,113.31
54085,NC,Pamlico,2018,10.62,170.36,.,125.34
54091,NC,Pasquotank,1990,-1.3,119.73,100,75.71
54092,NC,Pasquotank,1991,4.13,124.67,104.13,78.84
54093,NC,Pasquotank,1992,0.99,125.91,105.17,79.62
54094,NC,Pasquotank,1993,1.41,127.68,106.65,80.74
54095,NC,Pasquotank,1994,5.44,134.63,112.45,85.13
54096,NC,Pasquotank,1995,0.42,135.2,112.92,85.49
54097,NC,Pasquotank,1996,5.15,142.16,118.74,89.9
54098,NC,Pasquotank,1997,3.62,147.31,123.04,93.16
54099,NC,Pasquotank,1998,0.18,147.58,123.27,93.33
54100,NC,Pasquotank,1999,1.4,149.64,124.99,94.63
54101,NC,Pasquotank,2000,5.67,158.14,132.08,100
54102,NC,Pasquotank,2001,1.42,160.38,133.96,101.42
54103,NC,Pasquotank,2002,3.85,166.56,139.12,105.33
54104,NC,Pasquotank,2003,4.02,173.26,144.71,109.56
54105,NC,Pasquotank,2004,14.8,198.9,166.13,125.78
54106,NC,Pasquotank,2005,19.54,237.76,198.59,150.35
54107,NC,Pasquotank,2006,17.4,279.13,233.14,176.51
54108,NC,Pasquotank,2007,2.99,287.48,240.11,181.79
54109,NC,Pasquotank,2008,-1.76,282.41,235.88,178.59
54110,NC,Pasquotank,2009,-7.2,262.07,218.9,165.73
54111,NC,Pasquotank,2010,-5.09,248.73,207.75,157.29
54112,NC,Pasquotank,2011,-9.92,224.05,187.14,141.68
54113,NC,Pasquotank,2012,-4.91,213.04,177.94,134.72
54114,NC,Pasquotank,2013,-1.62,209.59,175.06,132.54
54115,NC,Pasquotank,2014,-3.24,202.8,169.39,128.25
54116,NC,Pasquotank,2015,2.11,207.09,172.97,130.96
54117,NC,Pasquotank,2016,-1.18,204.64,170.93,129.41
54118,NC,Pasquotank,2017,5.11,215.09,179.65,136.02
54119,NC,Pasquotank,2018,-1.28,212.34,177.35,134.28
54124,NC,Pender,1990,1.73,110.4,100,62.08
54125,NC,Pender,1991,3.2,113.93,103.2,64.06
54126,NC,Pender,1992,1.38,115.51,104.62,64.95
54127,NC,Pender,1993,3.24,119.25,108.01,67.05
54128,NC,Pender,1994,4.68,124.83,113.06,70.19
54129,NC,Pender,1995,9.21,136.32,123.48,76.65
54130,NC,Pender,1996,7.13,146.04,132.28,82.12
54131,NC,Pender,1997,5.46,154.01,139.5,86.6
54132,NC,Pender,1998,6.92,164.68,149.16,92.59
54133,NC,Pender,1999,2.67,169.08,153.14,95.07
54134,NC,Pender,2000,5.19,177.85,161.09,100
54135,NC,Pender,2001,4.68,186.17,168.63,104.68
54136,NC,Pender,2002,2,189.9,172.01,106.78
54137,NC,Pender,2003,3.02,195.63,177.2,110
54138,NC,Pender,2004,10.54,216.26,195.88,121.6
54139,NC,Pender,2005,15.12,248.96,225.5,139.98
54140,NC,Pender,2006,17.13,291.61,264.13,163.97
54141,NC,Pender,2007,3.93,303.09,274.53,170.42
54142,NC,Pender,2008,-2.82,294.53,266.78,165.61
54143,NC,Pender,2009,-5.17,279.3,252.98,157.05
54144,NC,Pender,2010,-5.79,263.14,238.34,147.96
54145,NC,Pender,2011,-7.29,243.96,220.97,137.17
54146,NC,Pender,2012,-5.15,231.38,209.58,130.1
54147,NC,Pender,2013,-0.54,230.14,208.45,129.4
54148,NC,Pender,2014,3.57,238.36,215.89,134.02
54149,NC,Pender,2015,1.7,242.4,219.56,136.3
54150,NC,Pender,2016,4.28,252.78,228.96,142.13
54151,NC,Pender,2017,6.64,269.57,244.17,151.57
54152,NC,Pender,2018,7.69,290.31,262.95,163.24
54153,NC,Perquimans,1998,.,100,.,101.55
54154,NC,Perquimans,1999,-3.73,96.27,.,97.76
54155,NC,Perquimans,2000,2.29,98.48,.,100
54156,NC,Perquimans,2001,10.66,108.98,.,110.66
54157,NC,Perquimans,2002,4.17,113.52,.,115.28
54158,NC,Perquimans,2003,2.33,116.17,.,117.97
54159,NC,Perquimans,2004,15.02,133.63,.,135.69
54160,NC,Perquimans,2005,7.56,143.73,.,145.95
54161,NC,Perquimans,2006,19.09,171.16,.,173.81
54162,NC,Perquimans,2007,3.93,177.89,.,180.65
54163,NC,Perquimans,2008,1.11,179.87,.,182.65
54164,NC,Perquimans,2009,-3.23,174.07,.,176.76
54165,NC,Perquimans,2010,-9.72,157.15,.,159.58
54166,NC,Perquimans,2011,-5.02,149.26,.,151.57
54167,NC,Perquimans,2012,1.41,151.36,.,153.7
54168,NC,Perquimans,2013,-3.4,146.22,.,148.48
54169,NC,Perquimans,2014,-2.27,142.9,.,145.11
54170,NC,Perquimans,2015,4.16,148.83,.,151.14
54171,NC,Perquimans,2016,0.25,149.21,.,151.52
54172,NC,Perquimans,2017,0.08,149.32,.,151.63
54173,NC,Perquimans,2018,1.2,151.11,.,153.45
54174,NC,Person,1992,.,100,.,74.8
54175,NC,Person,1993,-0.81,99.19,.,74.2
54176,NC,Person,1994,8.01,107.14,.,80.14
54177,NC,Person,1995,5.91,113.47,.,84.88
54178,NC,Person,1996,0.6,114.14,.,85.38
54179,NC,Person,1997,9.82,125.36,.,93.77
54180,NC,Person,1998,1.36,127.06,.,95.05
54181,NC,Person,1999,3.8,131.88,.,98.65
54182,NC,Person,2000,1.36,133.68,.,100
54183,NC,Person,2001,6.02,141.73,.,106.02
54184,NC,Person,2002,4.13,147.58,.,110.4
54185,NC,Person,2003,0.78,148.73,.,111.26
54186,NC,Person,2004,1.22,150.54,.,112.61
54187,NC,Person,2005,3.74,156.17,.,116.82
54188,NC,Person,2006,7.61,168.05,.,125.71
54189,NC,Person,2007,2.49,172.24,.,128.84
54190,NC,Person,2008,0.27,172.71,.,129.19
54191,NC,Person,2009,-3.3,167.02,.,124.94
54192,NC,Person,2010,-4.88,158.88,.,118.84
54193,NC,Person,2011,-1.19,156.99,.,117.44
54194,NC,Person,2012,-1.37,154.85,.,115.83
54195,NC,Person,2013,1.37,156.97,.,117.42
54196,NC,Person,2014,-0.01,156.95,.,117.41
54197,NC,Person,2015,-0.38,156.36,.,116.96
54198,NC,Person,2016,2.24,159.87,.,119.59
54199,NC,Person,2017,6.13,169.67,.,126.92
54200,NC,Person,2018,0.64,170.76,.,127.73
54216,NC,Pitt,1990,1.62,212.75,100,75.7
54217,NC,Pitt,1991,2.23,217.49,102.23,77.39
54218,NC,Pitt,1992,0.85,219.34,103.1,78.05
54219,NC,Pitt,1993,1.56,222.76,104.71,79.26
54220,NC,Pitt,1994,4.38,232.51,109.29,82.73
54221,NC,Pitt,1995,2.61,238.57,112.13,84.89
54222,NC,Pitt,1996,2.87,245.42,115.35,87.32
54223,NC,Pitt,1997,2.92,252.59,118.73,89.88
54224,NC,Pitt,1998,3.41,261.21,122.78,92.94
54225,NC,Pitt,1999,4.15,272.06,127.88,96.8
54226,NC,Pitt,2000,3.3,281.04,132.1,100
54227,NC,Pitt,2001,3.8,291.72,137.12,103.8
54228,NC,Pitt,2002,2.04,297.66,139.91,105.91
54229,NC,Pitt,2003,1.19,301.22,141.58,107.18
54230,NC,Pitt,2004,3.36,311.35,146.34,110.78
54231,NC,Pitt,2005,4.45,325.21,152.86,115.71
54232,NC,Pitt,2006,4.32,339.25,159.46,120.71
54233,NC,Pitt,2007,2.78,348.68,163.89,124.07
54234,NC,Pitt,2008,0.34,349.88,164.45,124.49
54235,NC,Pitt,2009,-1.95,343.06,161.25,122.07
54236,NC,Pitt,2010,-3.35,331.57,155.85,117.98
54237,NC,Pitt,2011,-1.82,325.55,153.02,115.84
54238,NC,Pitt,2012,-2.5,317.42,149.2,112.94
54239,NC,Pitt,2013,-0.12,317.05,149.03,112.81
54240,NC,Pitt,2014,-0.2,316.43,148.73,112.59
54241,NC,Pitt,2015,0,316.45,148.74,112.6
54242,NC,Pitt,2016,0.69,318.63,149.77,113.38
54243,NC,Pitt,2017,3.53,329.88,155.06,117.38
54244,NC,Pitt,2018,2.81,339.15,159.41,120.67
54245,NC,Polk,1992,.,100,.,75.92
54246,NC,Polk,1993,4.37,104.37,.,79.24
54247,NC,Polk,1994,-0.5,103.84,.,78.84
54248,NC,Polk,1995,3.43,107.41,.,81.55
54249,NC,Polk,1996,7.56,115.53,.,87.72
54250,NC,Polk,1997,-2.24,112.95,.,85.76
54251,NC,Polk,1998,10.06,124.31,.,94.38
54252,NC,Polk,1999,2.55,127.48,.,96.78
54253,NC,Polk,2000,3.32,131.71,.,100
54254,NC,Polk,2001,7.46,141.54,.,107.46
54255,NC,Polk,2002,6.55,150.81,.,114.5
54256,NC,Polk,2003,0.59,151.7,.,115.17
54257,NC,Polk,2004,5.94,160.7,.,122.01
54258,NC,Polk,2005,5.11,168.91,.,128.25
54259,NC,Polk,2006,9.19,184.43,.,140.03
54260,NC,Polk,2007,7.69,198.61,.,150.8
54261,NC,Polk,2008,2.47,203.52,.,154.52
54262,NC,Polk,2009,-2.9,197.62,.,150.04
54263,NC,Polk,2010,-4.03,189.66,.,144
54264,NC,Polk,2011,-4.45,181.22,.,137.59
54265,NC,Polk,2012,-3.01,175.77,.,133.45
54266,NC,Polk,2013,-0.2,175.41,.,133.18
54267,NC,Polk,2014,-2.62,170.82,.,129.69
54268,NC,Polk,2015,4.49,178.49,.,135.52
54269,NC,Polk,2016,6.7,190.45,.,144.6
54270,NC,Polk,2017,1.45,193.21,.,146.69
54271,NC,Polk,2018,9.85,212.23,.,161.14
54286,NC,Randolph,1990,2.82,219.17,100,69.35
54287,NC,Randolph,1991,2.06,223.68,102.06,70.78
54288,NC,Randolph,1992,1.85,227.82,103.95,72.09
54289,NC,Randolph,1993,3.01,234.68,107.08,74.26
54290,NC,Randolph,1994,2.39,240.3,109.64,76.03
54291,NC,Randolph,1995,7.15,257.48,117.48,81.47
54292,NC,Randolph,1996,2.31,263.42,120.19,83.35
54293,NC,Randolph,1997,6.19,279.73,127.63,88.51
54294,NC,Randolph,1998,3,288.13,131.46,91.17
54295,NC,Randolph,1999,3.93,299.46,136.63,94.75
54296,NC,Randolph,2000,5.54,316.04,144.2,100
54297,NC,Randolph,2001,3.06,325.72,148.62,103.06
54298,NC,Randolph,2002,2.21,332.94,151.91,105.35
54299,NC,Randolph,2003,0.47,334.49,152.61,105.84
54300,NC,Randolph,2004,1.86,340.71,155.45,107.8
54301,NC,Randolph,2005,3.04,351.08,160.18,111.09
54302,NC,Randolph,2006,2.58,360.13,164.31,113.95
54303,NC,Randolph,2007,1.37,365.05,166.56,115.51
54304,NC,Randolph,2008,0.46,366.75,167.33,116.04
54305,NC,Randolph,2009,-2.39,358,163.34,113.27
54306,NC,Randolph,2010,-3.98,343.75,156.84,108.77
54307,NC,Randolph,2011,-2.89,333.8,152.3,105.62
54308,NC,Randolph,2012,-2.1,326.8,149.1,103.4
54309,NC,Randolph,2013,0.66,328.94,150.08,104.08
54310,NC,Randolph,2014,-0.9,325.98,148.73,103.15
54311,NC,Randolph,2015,0.46,327.48,149.42,103.62
54312,NC,Randolph,2016,4.16,341.09,155.63,107.93
54313,NC,Randolph,2017,3.19,351.96,160.58,111.36
54314,NC,Randolph,2018,5.54,371.46,169.48,117.53
54319,NC,Richmond,1990,4.79,113.78,100,74.62
54320,NC,Richmond,1991,0.88,114.79,100.88,75.28
54321,NC,Richmond,1992,9.94,126.2,110.91,82.77
54322,NC,Richmond,1993,-0.06,126.12,110.85,82.71
54323,NC,Richmond,1994,-3.41,121.82,107.07,79.89
54324,NC,Richmond,1995,10.13,134.16,117.91,87.99
54325,NC,Richmond,1996,0.18,134.4,118.12,88.14
54326,NC,Richmond,1997,4.36,140.27,123.28,91.99
54327,NC,Richmond,1998,3.12,144.65,127.13,94.86
54328,NC,Richmond,1999,1,146.09,128.39,95.81
54329,NC,Richmond,2000,4.38,152.48,134.01,100
54330,NC,Richmond,2001,6.77,162.8,143.08,106.77
54331,NC,Richmond,2002,2.99,167.66,147.35,109.96
54332,NC,Richmond,2003,0.29,168.15,147.78,110.28
54333,NC,Richmond,2004,3.39,173.86,152.8,114.02
54334,NC,Richmond,2005,4.57,181.81,159.78,119.23
54335,NC,Richmond,2006,6.44,193.51,170.07,126.91
54336,NC,Richmond,2007,2.94,199.21,175.08,130.64
54337,NC,Richmond,2008,4.4,207.98,182.79,136.4
54338,NC,Richmond,2009,-2.08,203.66,178.99,133.56
54339,NC,Richmond,2010,-2.23,199.11,174.99,130.58
54340,NC,Richmond,2011,-1.72,195.69,171.98,128.34
54341,NC,Richmond,2012,-1.48,192.8,169.44,126.44
54342,NC,Richmond,2013,1.21,195.13,171.49,127.97
54343,NC,Richmond,2014,2.79,200.57,176.27,131.54
54344,NC,Richmond,2015,-2.1,196.35,172.57,128.77
54345,NC,Richmond,2016,-1.04,194.32,170.78,127.44
54346,NC,Richmond,2017,6.09,206.15,181.18,135.2
54347,NC,Richmond,2018,-3.65,198.63,174.57,130.26
54352,NC,Robeson,1990,-0.81,106,100,73.74
54353,NC,Robeson,1991,5,111.3,105,77.43
54354,NC,Robeson,1992,2.47,114.05,107.59,79.34
54355,NC,Robeson,1993,0.62,114.76,108.26,79.84
54356,NC,Robeson,1994,3.82,119.15,112.4,82.89
54357,NC,Robeson,1995,2.79,122.47,115.53,85.2
54358,NC,Robeson,1996,4.59,128.09,120.83,89.11
54359,NC,Robeson,1997,2.18,130.88,123.46,91.05
54360,NC,Robeson,1998,4.23,136.41,128.69,94.9
54361,NC,Robeson,1999,3.12,140.67,132.7,97.86
54362,NC,Robeson,2000,2.19,143.75,135.6,100
54363,NC,Robeson,2001,5.35,151.43,142.85,105.35
54364,NC,Robeson,2002,1.21,153.26,144.58,106.62
54365,NC,Robeson,2003,2.12,156.51,147.65,108.88
54366,NC,Robeson,2004,7.18,167.74,158.24,116.7
54367,NC,Robeson,2005,3.02,172.82,163.03,120.22
54368,NC,Robeson,2006,3.3,178.53,168.42,124.2
54369,NC,Robeson,2007,4.45,186.46,175.9,129.72
54370,NC,Robeson,2008,1.39,189.05,178.34,131.52
54371,NC,Robeson,2009,-0.02,189.01,178.31,131.49
54372,NC,Robeson,2010,-2.62,184.06,173.63,128.04
54373,NC,Robeson,2011,-3.93,176.83,166.82,123.02
54374,NC,Robeson,2012,1.46,179.41,169.25,124.81
54375,NC,Robeson,2013,-0.62,178.3,168.2,124.04
54376,NC,Robeson,2014,-0.78,176.91,166.89,123.07
54377,NC,Robeson,2015,2.18,180.77,170.54,125.76
54378,NC,Robeson,2016,-1.96,177.23,167.19,123.29
54379,NC,Robeson,2017,-0.33,176.65,166.65,122.89
54380,NC,Robeson,2018,5.02,185.51,175.01,129.06
54386,NC,Rockingham,1990,-7.44,105.9,100,63.42
54387,NC,Rockingham,1991,10.08,116.58,110.08,69.82
54388,NC,Rockingham,1992,2.18,119.11,112.48,71.34
54389,NC,Rockingham,1993,1.9,121.38,114.62,72.69
54390,NC,Rockingham,1994,4.99,127.44,120.34,76.32
54391,NC,Rockingham,1995,4.22,132.82,125.42,79.55
54392,NC,Rockingham,1996,3.53,137.51,129.85,82.35
54393,NC,Rockingham,1997,6.67,146.69,138.51,87.85
54394,NC,Rockingham,1998,3.12,151.26,142.83,90.59
54395,NC,Rockingham,1999,5.28,159.25,150.38,95.37
54396,NC,Rockingham,2000,4.85,166.97,157.67,100
54397,NC,Rockingham,2001,3.37,172.61,162.99,103.37
54398,NC,Rockingham,2002,3.14,178.03,168.12,106.62
54399,NC,Rockingham,2003,1.26,180.29,170.24,107.97
54400,NC,Rockingham,2004,1.49,182.97,172.78,109.58
54401,NC,Rockingham,2005,5.3,192.67,181.94,115.39
54402,NC,Rockingham,2006,1.25,195.09,184.22,116.84
54403,NC,Rockingham,2007,2.22,199.41,188.3,119.43
54404,NC,Rockingham,2008,0.88,201.16,189.95,120.47
54405,NC,Rockingham,2009,-1.52,198.09,187.06,118.64
54406,NC,Rockingham,2010,-3.78,190.6,179.98,114.15
54407,NC,Rockingham,2011,-2.78,185.31,174.98,110.98
54408,NC,Rockingham,2012,-1.24,183,172.81,109.6
54409,NC,Rockingham,2013,-0.26,182.53,172.36,109.31
54410,NC,Rockingham,2014,1.4,185.08,174.77,110.84
54411,NC,Rockingham,2015,0.49,185.98,175.62,111.38
54412,NC,Rockingham,2016,0.13,186.21,175.84,111.52
54413,NC,Rockingham,2017,1.94,189.83,179.25,113.69
54414,NC,Rockingham,2018,2.47,194.53,183.69,116.5
54430,NC,Rowan,1990,7.12,210.24,100,65.45
54431,NC,Rowan,1991,2.36,215.21,102.36,67
54432,NC,Rowan,1992,3.64,223.04,106.09,69.43
54433,NC,Rowan,1993,3.36,230.53,109.65,71.76
54434,NC,Rowan,1994,2.13,235.44,111.99,73.3
54435,NC,Rowan,1995,7.79,253.78,120.71,79
54436,NC,Rowan,1996,5.34,267.32,127.15,83.22
54437,NC,Rowan,1997,5.64,282.4,134.32,87.91
54438,NC,Rowan,1998,4.34,294.66,140.15,91.73
54439,NC,Rowan,1999,4.37,307.54,146.28,95.74
54440,NC,Rowan,2000,4.45,321.22,152.79,100
54441,NC,Rowan,2001,4.34,335.16,159.42,104.34
54442,NC,Rowan,2002,1.79,341.15,162.26,106.2
54443,NC,Rowan,2003,1.52,346.34,164.73,107.82
54444,NC,Rowan,2004,0.57,348.31,165.67,108.43
54445,NC,Rowan,2005,3.62,360.91,171.66,112.35
54446,NC,Rowan,2006,3.23,372.56,177.21,115.98
54447,NC,Rowan,2007,6.08,395.23,187.99,123.04
54448,NC,Rowan,2008,1.13,399.68,190.1,124.42
54449,NC,Rowan,2009,-2.92,388,184.55,120.79
54450,NC,Rowan,2010,-4.89,369.03,175.53,114.88
54451,NC,Rowan,2011,-4.74,351.55,167.21,109.44
54452,NC,Rowan,2012,-3.9,337.85,160.7,105.18
54453,NC,Rowan,2013,-0.41,336.47,160.04,104.75
54454,NC,Rowan,2014,2.38,344.48,163.85,107.24
54455,NC,Rowan,2015,3.15,355.31,169,110.61
54456,NC,Rowan,2016,4.99,373.06,177.44,116.14
54457,NC,Rowan,2017,4.21,388.76,184.91,121.03
54458,NC,Rowan,2018,8.06,420.11,199.82,130.78
54460,NC,Rutherford,1990,-1.96,98.04,100,75.25
54461,NC,Rutherford,1991,4.16,102.12,104.16,78.38
54462,NC,Rutherford,1992,0.56,102.69,104.74,78.82
54463,NC,Rutherford,1993,2,104.74,106.83,80.39
54464,NC,Rutherford,1994,-0.72,103.98,106.06,79.82
54465,NC,Rutherford,1995,6.27,110.5,112.71,84.82
54466,NC,Rutherford,1996,3.35,114.2,116.49,87.66
54467,NC,Rutherford,1997,-0.3,113.86,116.14,87.4
54468,NC,Rutherford,1998,3.5,117.84,120.2,90.45
54469,NC,Rutherford,1999,4.3,122.91,125.37,94.34
54470,NC,Rutherford,2000,6,130.28,132.89,100
54471,NC,Rutherford,2001,3.52,134.87,137.56,103.52
54472,NC,Rutherford,2002,3.13,139.09,141.87,106.76
54473,NC,Rutherford,2003,1.86,141.67,144.51,108.75
54474,NC,Rutherford,2004,3.64,146.83,149.77,112.7
54475,NC,Rutherford,2005,6.12,155.82,158.94,119.6
54476,NC,Rutherford,2006,5.25,164,167.29,125.89
54477,NC,Rutherford,2007,7.94,177.03,180.57,135.89
54478,NC,Rutherford,2008,1.81,180.24,183.85,138.35
54479,NC,Rutherford,2009,-2.04,176.57,180.1,135.53
54480,NC,Rutherford,2010,-6.51,165.07,168.37,126.7
54481,NC,Rutherford,2011,-5.26,156.38,159.51,120.03
54482,NC,Rutherford,2012,-3.86,150.34,153.35,115.4
54483,NC,Rutherford,2013,0.61,151.25,154.28,116.1
54484,NC,Rutherford,2014,-3.25,146.34,149.27,112.32
54485,NC,Rutherford,2015,7.9,157.9,161.05,121.2
54486,NC,Rutherford,2016,1.9,160.89,164.11,123.5
54487,NC,Rutherford,2017,4.23,167.7,171.06,128.72
54488,NC,Rutherford,2018,5,176.09,179.61,135.16
54489,NC,Sampson,1992,.,100,.,73.55
54490,NC,Sampson,1993,1.76,101.76,.,74.85
54491,NC,Sampson,1994,7.5,109.39,.,80.46
54492,NC,Sampson,1995,1.75,111.31,.,81.87
54493,NC,Sampson,1996,5.93,117.91,.,86.72
54494,NC,Sampson,1997,6.62,125.72,.,92.47
54495,NC,Sampson,1998,3.2,129.73,.,95.42
54496,NC,Sampson,1999,1.95,132.26,.,97.28
54497,NC,Sampson,2000,2.79,135.96,.,100
54498,NC,Sampson,2001,6.36,144.6,.,106.36
54499,NC,Sampson,2002,1.19,146.33,.,107.63
54500,NC,Sampson,2003,0.91,147.67,.,108.61
54501,NC,Sampson,2004,4.24,153.93,.,113.22
54502,NC,Sampson,2005,6.69,164.23,.,120.8
54503,NC,Sampson,2006,5.16,172.71,.,127.03
54504,NC,Sampson,2007,3.09,178.04,.,130.95
54505,NC,Sampson,2008,1.7,181.07,.,133.18
54506,NC,Sampson,2009,0.6,182.15,.,133.98
54507,NC,Sampson,2010,-2.93,176.82,.,130.06
54508,NC,Sampson,2011,-2.79,171.89,.,126.43
54509,NC,Sampson,2012,-1.15,169.92,.,124.98
54510,NC,Sampson,2013,2.66,174.43,.,128.3
54511,NC,Sampson,2014,1.03,176.22,.,129.62
54512,NC,Sampson,2015,-1.62,173.38,.,127.52
54513,NC,Sampson,2016,2.33,177.41,.,130.49
54514,NC,Sampson,2017,5.59,187.33,.,137.79
54515,NC,Sampson,2018,2.9,192.76,.,141.78
54516,NC,Scotland,1991,.,100,.,74.39
54517,NC,Scotland,1992,4.81,104.81,.,77.97
54518,NC,Scotland,1993,3.27,108.23,.,80.52
54519,NC,Scotland,1994,4.24,112.82,.,83.93
54520,NC,Scotland,1995,4.51,117.9,.,87.71
54521,NC,Scotland,1996,1.02,119.11,.,88.6
54522,NC,Scotland,1997,3.79,123.62,.,91.96
54523,NC,Scotland,1998,2.63,126.87,.,94.38
54524,NC,Scotland,1999,3.74,131.62,.,97.91
54525,NC,Scotland,2000,2.13,134.43,.,100
54526,NC,Scotland,2001,3.26,138.81,.,103.26
54527,NC,Scotland,2002,-0.18,138.55,.,103.07
54528,NC,Scotland,2003,2.73,142.33,.,105.88
54529,NC,Scotland,2004,1.94,145.09,.,107.93
54530,NC,Scotland,2005,1.63,147.45,.,109.69
54531,NC,Scotland,2006,7.42,158.39,.,117.83
54532,NC,Scotland,2007,-0.54,157.54,.,117.19
54533,NC,Scotland,2008,2.46,161.42,.,120.08
54534,NC,Scotland,2009,-0.68,160.33,.,119.27
54535,NC,Scotland,2010,-5.32,151.79,.,112.92
54536,NC,Scotland,2011,-0.32,151.31,.,112.56
54537,NC,Scotland,2012,-2.3,147.83,.,109.97
54538,NC,Scotland,2013,-2.76,143.75,.,106.94
54539,NC,Scotland,2014,5.09,151.07,.,112.38
54540,NC,Scotland,2015,-1.04,149.49,.,111.21
54541,NC,Scotland,2016,2.24,152.84,.,113.7
54542,NC,Scotland,2017,-3.93,146.84,.,109.23
54543,NC,Scotland,2018,3.02,151.28,.,112.54
54548,NC,Stanly,1990,0.71,122.73,100,65.94
54549,NC,Stanly,1991,4.07,127.73,104.07,68.62
54550,NC,Stanly,1992,4.21,133.11,108.46,71.51
54551,NC,Stanly,1993,0.55,133.85,109.06,71.91
54552,NC,Stanly,1994,3.37,138.36,112.73,74.33
54553,NC,Stanly,1995,1.59,140.57,114.53,75.52
54554,NC,Stanly,1996,4.7,147.17,119.91,79.06
54555,NC,Stanly,1997,7.04,157.54,128.36,84.63
54556,NC,Stanly,1998,3.27,162.7,132.56,87.4
54557,NC,Stanly,1999,5.59,171.79,139.97,92.29
54558,NC,Stanly,2000,8.35,186.14,151.66,100
54559,NC,Stanly,2001,4.91,195.27,159.11,104.91
54560,NC,Stanly,2002,2.08,199.33,162.41,107.09
54561,NC,Stanly,2003,-0.23,198.87,162.03,106.84
54562,NC,Stanly,2004,2.58,204,166.22,109.6
54563,NC,Stanly,2005,4,212.17,172.87,113.99
54564,NC,Stanly,2006,3.59,219.79,179.08,118.08
54565,NC,Stanly,2007,4.74,230.22,187.58,123.68
