,State,County,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
52452,NC,Chatham,1991,3.38,122.15,103.38,68.78
52453,NC,Chatham,1992,0.59,122.86,103.99,69.18
52454,NC,Chatham,1993,3.07,126.63,107.18,71.3
52455,NC,Chatham,1994,6.44,134.79,114.08,75.9
52456,NC,Chatham,1995,6.88,144.06,121.93,81.12
52457,NC,Chatham,1996,4.32,150.28,127.19,84.62
52458,NC,Chatham,1997,5.29,158.24,133.93,89.1
52459,NC,Chatham,1998,3.09,163.13,138.07,91.86
52460,NC,Chatham,1999,4.34,170.2,144.05,95.84
52461,NC,Chatham,2000,4.34,177.6,150.31,100
52462,NC,Chatham,2001,5.01,186.5,157.84,105.01
52463,NC,Chatham,2002,3.07,192.21,162.68,108.23
52464,NC,Chatham,2003,2.07,196.2,166.05,110.47
52465,NC,Chatham,2004,1.92,199.97,169.24,112.6
52466,NC,Chatham,2005,4.88,209.72,177.5,118.09
52467,NC,Chatham,2006,8.01,226.51,191.71,127.54
52468,NC,Chatham,2007,4.94,237.69,201.17,133.84
52469,NC,Chatham,2008,1.87,242.14,204.94,136.34
52470,NC,Chatham,2009,-3.41,233.9,197.96,131.7
52471,NC,Chatham,2010,-4.33,223.77,189.39,126
52472,NC,Chatham,2011,-2.2,218.84,185.22,123.22
52473,NC,Chatham,2012,-0.92,216.83,183.51,122.09
52474,NC,Chatham,2013,0.67,218.28,184.74,122.91
52475,NC,Chatham,2014,1.92,222.46,188.28,125.26
52476,NC,Chatham,2015,5.25,234.15,198.17,131.84
52477,NC,Chatham,2016,1.81,238.39,201.77,134.23
52478,NC,Chatham,2017,7.49,256.25,216.88,144.29
52479,NC,Chatham,2018,2.68,263.11,222.69,148.15
52480,NC,Cherokee,1998,.,100,.,89.79
52481,NC,Cherokee,1999,4.45,104.45,.,93.78
52482,NC,Cherokee,2000,6.63,111.38,.,100
52483,NC,Cherokee,2001,5.56,117.57,.,105.56
52484,NC,Cherokee,2002,3.93,122.19,.,109.71
52485,NC,Cherokee,2003,3.87,126.92,.,113.96
52486,NC,Cherokee,2004,7.54,136.49,.,122.55
52487,NC,Cherokee,2005,12.94,154.15,.,138.41
52488,NC,Cherokee,2006,13.61,175.13,.,157.24
52489,NC,Cherokee,2007,4.9,183.71,.,164.95
52490,NC,Cherokee,2008,-3.96,176.44,.,158.42
52491,NC,Cherokee,2009,-3.62,170.05,.,152.68
52492,NC,Cherokee,2010,-14.12,146.05,.,131.13
52493,NC,Cherokee,2011,-6.15,137.07,.,123.07
52494,NC,Cherokee,2012,-7.79,126.4,.,113.49
52495,NC,Cherokee,2013,-4.04,121.29,.,108.9
52496,NC,Cherokee,2014,1.42,123.01,.,110.45
52497,NC,Cherokee,2015,3.94,127.86,.,114.8
52498,NC,Cherokee,2016,7.82,137.85,.,123.77
52499,NC,Cherokee,2017,2.45,141.24,.,126.81
52500,NC,Cherokee,2018,3.73,146.51,.,131.54
52501,NC,Chowan,1992,.,100,.,74.75
52502,NC,Chowan,1993,-4.22,95.78,.,71.59
52503,NC,Chowan,1994,4.18,99.78,.,74.58
52504,NC,Chowan,1995,2.19,101.97,.,76.22
52505,NC,Chowan,1996,9.89,112.05,.,83.75
52506,NC,Chowan,1997,3.18,115.61,.,86.42
52507,NC,Chowan,1998,3.36,119.5,.,89.32
52508,NC,Chowan,1999,5.29,125.82,.,94.04
52509,NC,Chowan,2000,6.33,133.78,.,100
52510,NC,Chowan,2001,4.69,140.05,.,104.69
52511,NC,Chowan,2002,4.13,145.84,.,109.01
52512,NC,Chowan,2003,1.89,148.59,.,111.07
52513,NC,Chowan,2004,9.22,162.29,.,121.31
52514,NC,Chowan,2005,16.49,189.05,.,141.31
52515,NC,Chowan,2006,13.43,214.43,.,160.28
52516,NC,Chowan,2007,-0.11,214.2,.,160.11
52517,NC,Chowan,2008,2.53,219.62,.,164.17
52518,NC,Chowan,2009,-4.83,209.01,.,156.23
52519,NC,Chowan,2010,-5.64,197.23,.,147.43
52520,NC,Chowan,2011,-7.83,181.78,.,135.88
52521,NC,Chowan,2012,-1.32,179.38,.,134.08
52522,NC,Chowan,2013,-4.05,172.13,.,128.66
52523,NC,Chowan,2014,-1.22,170.03,.,127.1
52524,NC,Chowan,2015,3.03,175.18,.,130.94
52525,NC,Chowan,2016,2.26,179.14,.,133.9
52526,NC,Chowan,2017,0.74,180.47,.,134.9
52527,NC,Chowan,2018,6.09,191.45,.,143.11
52528,NC,Clay,1997,.,100,.,87.63
52529,NC,Clay,1998,-0.76,99.24,.,86.96
52530,NC,Clay,1999,3.96,103.16,.,90.4
52531,NC,Clay,2000,10.62,114.12,.,100
52532,NC,Clay,2001,8.4,123.7,.,108.4
52533,NC,Clay,2002,4.19,128.88,.,112.94
52534,NC,Clay,2003,1.71,131.08,.,114.86
52535,NC,Clay,2004,8.33,142,.,124.43
52536,NC,Clay,2005,13.59,161.29,.,141.34
52537,NC,Clay,2006,7.44,173.29,.,151.85
52538,NC,Clay,2007,6.03,183.74,.,161.01
52539,NC,Clay,2008,0.36,184.41,.,161.59
52540,NC,Clay,2009,-7.37,170.81,.,149.67
52541,NC,Clay,2010,-10.02,153.7,.,134.68
52542,NC,Clay,2011,-9.51,139.08,.,121.88
52543,NC,Clay,2012,-4.05,133.45,.,116.94
52544,NC,Clay,2013,-2.46,130.17,.,114.06
52545,NC,Clay,2014,-7.6,120.28,.,105.4
52546,NC,Clay,2015,11.39,133.98,.,117.4
52547,NC,Clay,2016,3.21,138.28,.,121.17
52548,NC,Clay,2017,3.57,143.22,.,125.5
52549,NC,Clay,2018,4.34,149.44,.,130.95
52555,NC,Cleveland,1990,4.28,131.79,100,72.11
52556,NC,Cleveland,1991,1.5,133.77,101.5,73.19
52557,NC,Cleveland,1992,-0.02,133.74,101.48,73.17
52558,NC,Cleveland,1993,1.76,136.09,103.26,74.46
52559,NC,Cleveland,1994,5.24,143.22,108.67,78.36
52560,NC,Cleveland,1995,3.66,148.46,112.64,81.23
52561,NC,Cleveland,1996,5.33,156.36,118.64,85.55
52562,NC,Cleveland,1997,5.25,164.58,124.88,90.05
52563,NC,Cleveland,1998,5.3,173.29,131.49,94.81
52564,NC,Cleveland,1999,1.43,175.76,133.37,96.17
52565,NC,Cleveland,2000,3.98,182.77,138.68,100
52566,NC,Cleveland,2001,4.57,191.13,145.02,104.57
52567,NC,Cleveland,2002,2.47,195.86,148.61,107.16
52568,NC,Cleveland,2003,1.42,198.65,150.73,108.69
52569,NC,Cleveland,2004,1.8,202.22,153.44,110.64
52570,NC,Cleveland,2005,2.94,208.16,157.94,113.89
52571,NC,Cleveland,2006,3.34,215.11,163.22,117.69
52572,NC,Cleveland,2007,3.94,223.59,169.65,122.33
52573,NC,Cleveland,2008,1.14,226.14,171.59,123.73
52574,NC,Cleveland,2009,-2.65,220.14,167.04,120.45
52575,NC,Cleveland,2010,-4.66,209.89,159.26,114.84
52576,NC,Cleveland,2011,-1.01,207.77,157.65,113.68
52577,NC,Cleveland,2012,-3.51,200.47,152.11,109.69
52578,NC,Cleveland,2013,-1.72,197.03,149.5,107.8
52579,NC,Cleveland,2014,-2.52,192.07,145.74,105.09
52580,NC,Cleveland,2015,5.87,203.34,154.29,111.26
52581,NC,Cleveland,2016,-0.56,202.2,153.43,110.63
52582,NC,Cleveland,2017,5.97,214.28,162.59,117.24
52583,NC,Cleveland,2018,7.22,229.74,174.32,125.7
52584,NC,Columbus,1992,.,100,.,71.47
52585,NC,Columbus,1993,-2.42,97.58,.,69.74
52586,NC,Columbus,1994,10.12,107.44,.,76.79
52587,NC,Columbus,1995,0.06,107.51,.,76.84
52588,NC,Columbus,1996,9.93,118.18,.,84.47
52589,NC,Columbus,1997,4.33,123.3,.,88.12
52590,NC,Columbus,1998,0.77,124.25,.,88.8
52591,NC,Columbus,1999,6.86,132.77,.,94.89
52592,NC,Columbus,2000,5.38,139.91,.,100
52593,NC,Columbus,2001,2.81,143.85,.,102.81
52594,NC,Columbus,2002,0.95,145.22,.,103.79
52595,NC,Columbus,2003,0.98,146.65,.,104.81
52596,NC,Columbus,2004,2.86,150.84,.,107.81
52597,NC,Columbus,2005,6.6,160.79,.,114.92
52598,NC,Columbus,2006,11.51,179.3,.,128.15
52599,NC,Columbus,2007,1.96,182.82,.,130.67
52600,NC,Columbus,2008,1.27,185.15,.,132.33
52601,NC,Columbus,2009,-3.75,178.21,.,127.37
52602,NC,Columbus,2010,-3.71,171.6,.,122.65
52603,NC,Columbus,2011,-4.36,164.12,.,117.3
52604,NC,Columbus,2012,-3.22,158.83,.,113.52
52605,NC,Columbus,2013,-1.78,156.01,.,111.5
52606,NC,Columbus,2014,-0.7,154.91,.,110.72
52607,NC,Columbus,2015,-1.44,152.68,.,109.13
52608,NC,Columbus,2016,7.81,164.61,.,117.65
52609,NC,Columbus,2017,-8.36,150.85,.,107.82
52610,NC,Columbus,2018,5.89,159.74,.,114.17
52623,NC,Craven,1990,3.83,180.24,100,78.21
52624,NC,Craven,1991,2.16,184.13,102.16,79.9
52625,NC,Craven,1992,0.8,185.61,102.98,80.54
52626,NC,Craven,1993,0.01,185.64,102.99,80.55
52627,NC,Craven,1994,3.38,191.92,106.48,83.28
52628,NC,Craven,1995,5.52,202.52,112.36,87.88
52629,NC,Craven,1996,1.81,206.18,114.39,89.46
52630,NC,Craven,1997,3.89,214.2,118.84,92.95
52631,NC,Craven,1998,1.77,218,120.95,94.6
52632,NC,Craven,1999,2.33,223.08,123.76,96.8
52633,NC,Craven,2000,3.31,230.46,127.86,100
52634,NC,Craven,2001,2.89,237.11,131.55,102.89
52635,NC,Craven,2002,1.74,241.23,133.84,104.67
52636,NC,Craven,2003,1.73,245.41,136.16,106.49
52637,NC,Craven,2004,6.84,262.19,145.46,113.77
52638,NC,Craven,2005,10.06,288.55,160.09,125.21
52639,NC,Craven,2006,12.79,325.47,180.57,141.23
52640,NC,Craven,2007,7.39,349.51,193.91,151.66
52641,NC,Craven,2008,-2.34,341.32,189.37,148.11
52642,NC,Craven,2009,-3.51,329.33,182.71,142.9
52643,NC,Craven,2010,-6.1,309.24,171.57,134.19
52644,NC,Craven,2011,-2.89,300.31,166.62,130.31
52645,NC,Craven,2012,-2.95,291.46,161.7,126.47
52646,NC,Craven,2013,-2.61,283.85,157.48,123.17
52647,NC,Craven,2014,0.21,284.45,157.81,123.43
52648,NC,Craven,2015,0.07,284.64,157.92,123.51
52649,NC,Craven,2016,3.01,293.2,162.67,127.23
52650,NC,Craven,2017,2,299.05,165.92,129.77
52651,NC,Craven,2018,3.28,308.87,171.37,134.03
52660,NC,Cumberland,1990,1.9,135.24,100,77.55
52661,NC,Cumberland,1991,2.61,138.77,102.61,79.57
52662,NC,Cumberland,1992,2.55,142.31,105.23,81.6
52663,NC,Cumberland,1993,3.44,147.21,108.85,84.41
52664,NC,Cumberland,1994,3.95,153.02,113.15,87.74
52665,NC,Cumberland,1995,4.86,160.45,118.65,92.01
52666,NC,Cumberland,1996,2.21,163.99,121.26,94.04
52667,NC,Cumberland,1997,2.47,168.04,124.26,96.36
52668,NC,Cumberland,1998,0.97,169.66,125.46,97.29
52669,NC,Cumberland,1999,0.57,170.63,126.17,97.84
52670,NC,Cumberland,2000,2.2,174.39,128.96,100
52671,NC,Cumberland,2001,2.55,178.83,132.24,102.55
52672,NC,Cumberland,2002,1.35,181.24,134.02,103.93
52673,NC,Cumberland,2003,0.34,181.85,134.47,104.28
52674,NC,Cumberland,2004,2.93,187.18,138.41,107.33
52675,NC,Cumberland,2005,5.72,197.89,146.33,113.47
52676,NC,Cumberland,2006,6.83,211.41,156.33,121.23
52677,NC,Cumberland,2007,4.67,221.3,163.64,126.89
52678,NC,Cumberland,2008,1.22,223.99,165.63,128.44
52679,NC,Cumberland,2009,0.63,225.4,166.67,129.25
52680,NC,Cumberland,2010,-0.46,224.35,165.9,128.65
52681,NC,Cumberland,2011,-0.66,222.86,164.8,127.79
52682,NC,Cumberland,2012,-2.72,216.81,160.32,124.32
52683,NC,Cumberland,2013,-1.55,213.45,157.83,122.39
52684,NC,Cumberland,2014,-1.71,209.8,155.14,120.3
52685,NC,Cumberland,2015,0.02,209.84,155.17,120.33
52686,NC,Cumberland,2016,0.45,210.8,155.87,120.87
52687,NC,Cumberland,2017,-1.33,207.99,153.8,119.27
52688,NC,Cumberland,2018,2.3,212.78,157.34,122.01
52689,NC,Currituck,1991,.,100,.,80.76
52690,NC,Currituck,1992,0.16,100.16,.,80.89
52691,NC,Currituck,1993,0.03,100.19,.,80.91
52692,NC,Currituck,1994,-1.11,99.07,.,80.01
52693,NC,Currituck,1995,4.73,103.76,.,83.8
52694,NC,Currituck,1996,-2.68,100.98,.,81.55
52695,NC,Currituck,1997,5.76,106.79,.,86.24
52696,NC,Currituck,1998,4.36,111.45,.,90.01
52697,NC,Currituck,1999,3.64,115.51,.,93.28
52698,NC,Currituck,2000,7.2,123.82,.,100
52699,NC,Currituck,2001,7.59,133.22,.,107.59
52700,NC,Currituck,2002,9.06,145.29,.,117.34
52701,NC,Currituck,2003,8.24,157.26,.,127
52702,NC,Currituck,2004,14.73,180.42,.,145.71
52703,NC,Currituck,2005,20.65,217.67,.,175.79
52704,NC,Currituck,2006,12.6,245.1,.,197.94
52705,NC,Currituck,2007,-0.41,244.08,.,197.12
52706,NC,Currituck,2008,-3.58,235.35,.,190.07
52707,NC,Currituck,2009,-7.4,217.94,.,176.01
52708,NC,Currituck,2010,-8.13,200.22,.,161.7
52709,NC,Currituck,2011,-6.32,187.56,.,151.48
52710,NC,Currituck,2012,-3.11,181.72,.,146.76
52711,NC,Currituck,2013,-0.98,179.94,.,145.32
52712,NC,Currituck,2014,-1.91,176.51,.,142.55
52713,NC,Currituck,2015,4.47,184.39,.,148.92
52714,NC,Currituck,2016,-0.2,184.03,.,148.62
52715,NC,Currituck,2017,5.29,193.76,.,156.48
52716,NC,Currituck,2018,1.86,197.36,.,159.39
52722,NC,Dare,1990,4.53,151.88,100,76.21
52723,NC,Dare,1991,0.32,152.37,100.32,76.45
52724,NC,Dare,1992,0.2,152.68,100.52,76.61
52725,NC,Dare,1993,0.42,153.32,100.95,76.93
52726,NC,Dare,1994,-0.87,151.99,100.07,76.26
52727,NC,Dare,1995,2.29,155.46,102.36,78.01
52728,NC,Dare,1996,1.88,158.38,104.28,79.47
52729,NC,Dare,1997,5.23,166.66,109.73,83.63
52730,NC,Dare,1998,2.8,171.33,112.8,85.97
52731,NC,Dare,1999,4.71,179.39,118.11,90.01
52732,NC,Dare,2000,11.09,199.29,131.22,100
52733,NC,Dare,2001,11.67,222.55,146.53,111.67
52734,NC,Dare,2002,14.24,254.25,167.4,127.58
52735,NC,Dare,2003,13.72,289.14,190.37,145.08
52736,NC,Dare,2004,19.16,344.55,226.85,172.88
52737,NC,Dare,2005,19.97,413.35,272.16,207.41
52738,NC,Dare,2006,5.22,434.95,286.38,218.25
52739,NC,Dare,2007,-3.17,421.18,277.31,211.33
52740,NC,Dare,2008,-4.16,403.67,265.78,202.55
52741,NC,Dare,2009,-8.22,370.47,243.92,185.89
52742,NC,Dare,2010,-8.45,339.18,223.32,170.19
52743,NC,Dare,2011,-2.43,330.95,217.9,166.06
52744,NC,Dare,2012,-1.54,325.86,214.55,163.51
52745,NC,Dare,2013,-0.07,325.64,214.41,163.4
52746,NC,Dare,2014,2,332.17,218.7,166.67
52747,NC,Dare,2015,2.05,338.96,223.18,170.08
52748,NC,Dare,2016,4.03,352.62,232.17,176.93
52749,NC,Dare,2017,4.13,367.17,241.75,184.24
52750,NC,Dare,2018,3.38,379.57,249.92,190.46
52764,NC,Davidson,1990,0.64,151.2,100,71.03
52765,NC,Davidson,1991,3.52,156.53,103.52,73.54
52766,NC,Davidson,1992,-0.41,155.89,103.1,73.24
52767,NC,Davidson,1993,1.19,157.75,104.33,74.11
52768,NC,Davidson,1994,3.07,162.58,107.53,76.38
52769,NC,Davidson,1995,4.67,170.17,112.55,79.95
52770,NC,Davidson,1996,3.93,176.86,116.97,83.09
52771,NC,Davidson,1997,5.23,186.1,123.08,87.43
52772,NC,Davidson,1998,4.7,194.84,128.87,91.54
52773,NC,Davidson,1999,3.95,202.53,133.95,95.15
52774,NC,Davidson,2000,5.1,212.86,140.78,100
52775,NC,Davidson,2001,3.52,220.35,145.74,103.52
52776,NC,Davidson,2002,1.77,224.26,148.32,105.36
52777,NC,Davidson,2003,0.59,225.59,149.2,105.98
52778,NC,Davidson,2004,0.98,227.79,150.66,107.01
52779,NC,Davidson,2005,4.31,237.61,157.15,111.63
52780,NC,Davidson,2006,3.58,246.11,162.77,115.62
52781,NC,Davidson,2007,3.37,254.39,168.25,119.51
52782,NC,Davidson,2008,0.37,255.33,168.87,119.95
52783,NC,Davidson,2009,-1.77,250.81,165.88,117.83
52784,NC,Davidson,2010,-5.3,237.53,157.1,111.59
52785,NC,Davidson,2011,-3.41,229.43,151.74,107.78
52786,NC,Davidson,2012,-1.71,225.51,149.15,105.94
52787,NC,Davidson,2013,-0.97,223.31,147.7,104.91
52788,NC,Davidson,2014,-1.3,220.42,145.78,103.55
52789,NC,Davidson,2015,3.94,229.1,151.52,107.63
52790,NC,Davidson,2016,2.23,234.21,154.9,110.03
52791,NC,Davidson,2017,3.76,243.03,160.74,114.17
52792,NC,Davidson,2018,3.94,252.6,167.07,118.67
52797,NC,Davie,1990,4.62,115.39,100,70.42
52798,NC,Davie,1991,-1.41,113.76,98.59,69.43
52799,NC,Davie,1992,0.12,113.9,98.7,69.51
52800,NC,Davie,1993,4.12,118.59,102.77,72.37
52801,NC,Davie,1994,8.08,128.17,111.07,78.22
52802,NC,Davie,1995,4.06,133.38,115.59,81.4
52803,NC,Davie,1996,6.12,141.54,122.66,86.38
52804,NC,Davie,1997,3.61,146.64,127.08,89.5
52805,NC,Davie,1998,2.81,150.76,130.65,92.01
52806,NC,Davie,1999,2.97,155.24,134.53,94.74
52807,NC,Davie,2000,5.55,163.85,142,100
52808,NC,Davie,2001,3.58,169.72,147.08,103.58
52809,NC,Davie,2002,2.7,174.3,151.05,106.37
52810,NC,Davie,2003,-0.04,174.22,150.98,106.33
52811,NC,Davie,2004,1.57,176.96,153.35,108
52812,NC,Davie,2005,4.75,185.37,160.64,113.13
52813,NC,Davie,2006,5.59,195.72,169.62,119.45
52814,NC,Davie,2007,0.21,196.13,169.96,119.7
52815,NC,Davie,2008,0.75,197.6,171.25,120.6
52816,NC,Davie,2009,-2,193.66,167.83,118.19
52817,NC,Davie,2010,-3.06,187.73,162.69,114.57
52818,NC,Davie,2011,-2.68,182.71,158.33,111.51
52819,NC,Davie,2012,-2.89,177.42,153.75,108.28
52820,NC,Davie,2013,0.21,177.79,154.07,108.51
52821,NC,Davie,2014,0.29,178.3,154.51,108.82
52822,NC,Davie,2015,2.9,183.46,158.99,111.97
52823,NC,Davie,2016,2.47,187.99,162.91,114.73
52824,NC,Davie,2017,2.15,192.03,166.41,117.2
52825,NC,Davie,2018,2.36,196.56,170.34,119.96
52826,NC,Duplin,1992,.,100,.,65.86
52827,NC,Duplin,1993,7.52,107.52,.,70.81
52828,NC,Duplin,1994,5.44,113.37,.,74.66
52829,NC,Duplin,1995,-3.64,109.24,.,71.94
52830,NC,Duplin,1996,11.11,121.38,.,79.94
52831,NC,Duplin,1997,5.72,128.33,.,84.51
52832,NC,Duplin,1998,5.62,135.54,.,89.26
52833,NC,Duplin,1999,3,139.61,.,91.94
52834,NC,Duplin,2000,8.76,151.84,.,100
52835,NC,Duplin,2001,2.2,155.19,.,102.2
52836,NC,Duplin,2002,2.25,158.68,.,104.5
52837,NC,Duplin,2003,0.35,159.24,.,104.87
52838,NC,Duplin,2004,4.22,165.95,.,109.29
52839,NC,Duplin,2005,5.62,175.28,.,115.43
52840,NC,Duplin,2006,5.06,184.15,.,121.28
52841,NC,Duplin,2007,1.91,187.66,.,123.59
52842,NC,Duplin,2008,6.08,199.07,.,131.1
52843,NC,Duplin,2009,-2.67,193.76,.,127.6
52844,NC,Duplin,2010,-4.77,184.51,.,121.51
