Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Fraud,Wyoming,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,104,50,3192,310.825,,1,52,154,67248.18,0
Fraud,Wyoming,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",29,104,50,3193,310.825,95.9,1,52,154,67248.18,17927.09
Fraud,Wyoming,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,104,50,3194,310.825,234.25,1,52,154,67248.18,468.5
Fraud,Wyoming,,False,True,False,By Day,Real Estate (not Timeshares),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,104,50,3195,310.825,700,1,52,154,67248.18,700
Fraud,Wyoming,,False,True,False,By Day,Romance Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,104,50,3196,310.825,,1,52,154,67248.18,0
Fraud,Wyoming,,False,True,False,By Day,Social Networking Service,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,104,50,3197,310.825,,1,52,154,67248.18,0
Fraud,Wyoming,,False,True,False,By Day,Tech Support Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,104,50,3198,310.825,159.99,1,52,154,67248.18,159.99
Fraud,Wyoming,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,104,50,3199,310.825,448,1,52,154,67248.18,448
Fraud,Wyoming,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,104,50,3200,310.825,,1,52,154,67248.18,0
Fraud,Wyoming,,False,True,False,By Day,Timeshare Sales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,104,50,3201,310.825,,1,52,154,67248.18,0
Fraud,Wyoming,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",32,104,50,3202,310.825,1279.28,1,52,154,67248.18,44622.95
Fraud,Wyoming,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,104,50,3203,310.825,,1,52,154,67248.18,0
Fraud,Vermont,,False,True,False,By Day,Counterfeit Check Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,158,50.632911392,2951,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Debt Management\Credit Counseling,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,158,50.632911392,2952,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Employ Agencies\Job Counsel\Overseas Work,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,158,50.632911392,2953,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,158,50.632911392,2954,692.55,49.74,1,80,233,97857.84,49.74
Fraud,Vermont,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,158,50.632911392,2955,692.55,700,1,80,233,97857.84,700
Fraud,Vermont,,False,True,False,By Day,Imposter: Family\Friend,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,158,50.632911392,2956,692.55,800,1,80,233,97857.84,800
Fraud,Vermont,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,158,50.632911392,2957,692.55,1000,1,80,233,97857.84,1000
Fraud,Vermont,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,158,50.632911392,2958,692.55,246.885,1,80,233,97857.84,493.77
Fraud,Vermont,,False,True,False,By Day,Internet Web Site Design\Promotion,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2959,692.55,1400,1,80,233,97857.84,1400
Fraud,Vermont,,False,True,False,By Day,"Invest: Advice, Seminars","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2960,692.55,715.14,1,80,233,97857.84,715.14
Fraud,Vermont,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,158,50.632911392,2961,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,158,50.632911392,2962,692.55,1000,1,80,233,97857.84,1000
Fraud,Vermont,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,158,50.632911392,2963,692.55,2280,1,80,233,97857.84,4599.98
Fraud,Vermont,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",42,158,50.632911392,2964,692.55,84.82,1,80,233,97857.84,15113.32
Fraud,Vermont,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",18,158,50.632911392,2965,692.55,121.36,1,80,233,97857.84,794.66
Fraud,Vermont,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,158,50.632911392,2966,692.55,105.94,1,80,233,97857.84,105.94
Fraud,Vermont,,False,True,False,By Day,Real Estate (not Timeshares),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,158,50.632911392,2967,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Romance Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2968,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Tech Support Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2969,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2970,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,158,50.632911392,2971,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Telephone: Prepaid Phone Cards,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2972,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Timeshare Sales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,158,50.632911392,2973,692.55,,1,80,233,97857.84,0
Fraud,Vermont,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",44,158,50.632911392,2974,692.55,1798.7,1,80,233,97857.84,67985.29
Fraud,Vermont,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,158,50.632911392,2975,692.55,800,1,80,233,97857.84,5600
Fraud,Puerto Rico,,False,True,False,By Day,"Advance-Fee Loans, Credit Arrangers","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,130,53.076923077,2560,334.27,258,1,69,248,225775.95,1268.99
Fraud,Puerto Rico,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,130,53.076923077,2561,334.27,83.58,1,69,248,225775.95,263.74
Fraud,Puerto Rico,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,130,53.076923077,2562,334.27,31585,1,69,248,225775.95,124582
Fraud,Puerto Rico,,False,True,False,By Day,Imposter: Family\Friend,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,130,53.076923077,2563,334.27,424,1,69,248,225775.95,848
Fraud,Puerto Rico,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",18,130,53.076923077,2564,334.27,1800,1,69,248,225775.95,3600
Fraud,Puerto Rico,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,130,53.076923077,2565,334.27,35.17,1,69,248,225775.95,35.17
Fraud,Puerto Rico,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,130,53.076923077,2566,334.27,,1,69,248,225775.95,0
Fraud,Puerto Rico,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,130,53.076923077,2567,334.27,500,1,69,248,225775.95,500
Fraud,Puerto Rico,,False,True,False,By Day,Mobile: Unauthorized Charges or Debits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,130,53.076923077,2568,334.27,1311,1,69,248,225775.95,1311
Fraud,Puerto Rico,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,130,53.076923077,2569,334.27,238.61,1,69,248,225775.95,238.61
Fraud,Puerto Rico,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",38,130,53.076923077,2570,334.27,89.77,1,69,248,225775.95,111891.79
Fraud,Puerto Rico,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,130,53.076923077,2571,334.27,1224.2,1,69,248,225775.95,22133.2
Fraud,Puerto Rico,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,130,53.076923077,2572,334.27,,1,69,248,225775.95,0
Fraud,Puerto Rico,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,130,53.076923077,2573,334.27,1311,1,69,248,225775.95,3665.7
Fraud,Puerto Rico,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,130,53.076923077,2574,334.27,,1,69,248,225775.95,0
Fraud,Puerto Rico,,False,True,False,By Day,Timeshare Sales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,130,53.076923077,2575,334.27,,1,69,248,225775.95,0
Fraud,Puerto Rico,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",21,130,53.076923077,2576,334.27,418,1,69,248,225775.95,16253.45
Fraud,Puerto Rico,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,130,53.076923077,2577,334.27,61.89,1,69,248,225775.95,61.89
Fraud,Montana,,False,True,False,By Day,Business Opportunities\Work-At-Home Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,215,49.302325581,1874,268.5,50000,1,106,320,225976.01,100000
Fraud,Montana,,False,True,False,By Day,Counterfeit Check Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,215,49.302325581,1875,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Grants: Non-Educational,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,215,49.302325581,1876,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,215,49.302325581,1877,268.5,155.865,1,106,320,225976.01,821.72
Fraud,Montana,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,215,49.302325581,1878,268.5,1000,1,106,320,225976.01,2000
Fraud,Montana,,False,True,False,By Day,Imposter: Family\Friend,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,215,49.302325581,1879,268.5,1750,1,106,320,225976.01,1750
Fraud,Montana,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,215,49.302325581,1880,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,215,49.302325581,1881,268.5,403.44,1,106,320,225976.01,3074.01
Fraud,Montana,,False,True,False,By Day,Invest: Other (note in comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,215,49.302325581,1882,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,215,49.302325581,1883,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",16,215,49.302325581,1884,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Mobile: Unauthorized Charges or Debits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,215,49.302325581,1885,268.5,766.59,1,106,320,225976.01,766.59
Fraud,Montana,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,215,49.302325581,1886,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",69,215,49.302325581,1887,268.5,88.2,1,106,320,225976.01,25329.74
Fraud,Montana,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",28,215,49.302325581,1888,268.5,190,1,106,320,225976.01,3863.12
Fraud,Montana,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,215,49.302325581,1889,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Real Estate (not Timeshares),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,215,49.302325581,1890,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Tax Preparers,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,215,49.302325581,1891,268.5,2400,1,106,320,225976.01,2400
Fraud,Montana,,False,True,False,By Day,Tech Support Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,215,49.302325581,1892,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,215,49.302325581,1893,268.5,1758,1,106,320,225976.01,3516
Fraud,Montana,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,215,49.302325581,1894,268.5,,1,106,320,225976.01,0
Fraud,Montana,,False,True,False,By Day,Timeshare Sales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,215,49.302325581,1895,268.5,179,1,106,320,225976.01,179
Fraud,Montana,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",43,215,49.302325581,1896,268.5,1550.25,1,106,320,225976.01,82275.83
Fraud,Montana,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,215,49.302325581,1897,268.5,1800,1,106,320,225976.01,1800
Fraud,Nebraska,,False,True,False,By Day,"Advance-Fee Loans, Credit Arrangers","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1902,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Books and Magazines,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1903,190.73,224,1,172,530,236483.34,224
Fraud,Nebraska,,False,True,False,By Day,Business Opportunities\Work-At-Home Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,369,46.612466125,1904,190.73,12000,1,172,530,236483.34,12000
Fraud,Nebraska,,False,True,False,By Day,Charitable Solicitations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1905,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Counterfeit Check Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,369,46.612466125,1906,190.73,1600,1,172,530,236483.34,3200
Fraud,Nebraska,,False,True,False,By Day,Credit Repair,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1907,190.73,88.03,1,172,530,236483.34,88.03
Fraud,Nebraska,,False,True,False,By Day,Debt Management\Credit Counseling,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1908,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Employ Agencies\Job Counsel\Overseas Work,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1909,190.73,11702,1,172,530,236483.34,11702
Fraud,Nebraska,,False,True,False,By Day,Grants: Non-Educational,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1910,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",19,369,46.612466125,1911,190.73,129,1,172,530,236483.34,1031.15
Fraud,Nebraska,,False,True,False,By Day,Health Care: Dietary Supplements\Herbal Remedies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,369,46.612466125,1912,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Health Care: Drugs-OTC\Prescription,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,369,46.612466125,1913,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,369,46.612466125,1914,190.73,150,1,172,530,236483.34,300
Fraud,Nebraska,,False,True,False,By Day,Imposter: Family\Friend,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1915,190.73,500,1,172,530,236483.34,500
Fraud,Nebraska,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,369,46.612466125,1916,190.73,500,1,172,530,236483.34,500
Fraud,Nebraska,,False,True,False,By Day,Internet Access Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,369,46.612466125,1917,190.73,262.34,1,172,530,236483.34,524.68
Fraud,Nebraska,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",22,369,46.612466125,1918,190.73,89.98,1,172,530,236483.34,1526.86
Fraud,Nebraska,,False,True,False,By Day,Invest: Stocks\Commodity Futures Trading,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1919,190.73,9000,1,172,530,236483.34,9000
Fraud,Nebraska,,False,True,False,By Day,Malware and Computer Exploits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,369,46.612466125,1920,190.73,10000,1,172,530,236483.34,20000
Fraud,Nebraska,,False,True,False,By Day,"Mobile: Accessories, Devices, and Services","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,369,46.612466125,1921,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Mobile: Text Messages,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,369,46.612466125,1922,190.73,10000,1,172,530,236483.34,30200
Fraud,Nebraska,,False,True,False,By Day,Office Supplies and Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,369,46.612466125,1923,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Office: Ad Space\Directory Listings,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,369,46.612466125,1924,190.73,1464.52,1,172,530,236483.34,2929.04
Fraud,Nebraska,,False,True,False,By Day,Online Payment Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,369,46.612466125,1925,190.73,,1,172,530,236483.34,1200
Fraud,Nebraska,,False,True,False,By Day,Online Shopping,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",128,369,46.612466125,1926,190.73,72.91,1,172,530,236483.34,29187.99
Fraud,Nebraska,,False,True,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",29,369,46.612466125,1927,190.73,390,1,172,530,236483.34,3406.58
Fraud,Nebraska,,False,True,False,By Day,Prizes\Sweepstakes\Lotteries,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,369,46.612466125,1928,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Property\Inheritance Tracers,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1929,190.73,1575,1,172,530,236483.34,1575
Fraud,Nebraska,,False,True,False,By Day,Real Estate (not Timeshares),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,369,46.612466125,1930,190.73,1250,1,172,530,236483.34,2500
Fraud,Nebraska,,False,True,False,By Day,Romance Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,369,46.612466125,1931,190.73,8600,1,172,530,236483.34,17200
Fraud,Nebraska,,False,True,False,By Day,Social Networking Service,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,369,46.612466125,1932,190.73,69,1,172,530,236483.34,69
Fraud,Nebraska,,False,True,False,By Day,Tax Preparers,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1933,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Tech Support Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,369,46.612466125,1934,190.73,499.99,1,172,530,236483.34,499.99
Fraud,Nebraska,,False,True,False,By Day,Telemarketing Practices,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,369,46.612466125,1935,190.73,2149.995,1,172,530,236483.34,4299.99
Fraud,Nebraska,,False,True,False,By Day,Telephone: Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,369,46.612466125,1936,190.73,68,1,172,530,236483.34,68
Fraud,Nebraska,,False,True,False,By Day,Timeshare Resales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,369,46.612466125,1937,190.73,,1,172,530,236483.34,0
Fraud,Nebraska,,False,True,False,By Day,Timeshare Sales,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,369,46.612466125,1938,190.73,851.99,1,172,530,236483.34,16553.82
Fraud,Nebraska,,False,True,False,By Day,Travel\Vacations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",55,369,46.612466125,1939,190.73,921.12,1,172,530,236483.34,103451.02
Fraud,Nebraska,,False,True,False,By Day,Unsolicited Email,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,369,46.612466125,1940,190.73,500,1,172,530,236483.34,1000
Fraud,Idaho,,False,True,False,By Day,"Advance-Fee Loans, Credit Arrangers","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,358,55.586592179,1202,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Business Opportunities\Work-At-Home Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,358,55.586592179,1203,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Charitable Solicitations,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1204,400,100,1,199,556,462187.74,100
Fraud,Idaho,,False,True,False,By Day,Counterfeit Check Scams,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,358,55.586592179,1205,400,3733,1,199,556,462187.74,7466
Fraud,Idaho,,False,True,False,By Day,Credit Card Loss Protection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1206,400,119,1,199,556,462187.74,119
Fraud,Idaho,,False,True,False,By Day,Employ Agencies\Job Counsel\Overseas Work,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,358,55.586592179,1207,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Health Care: Diet Products\Centers\Plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,358,55.586592179,1208,400,42.99,1,199,556,462187.74,119.42
Fraud,Idaho,,False,True,False,By Day,Health Care: Dietary Supplements\Herbal Remedies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1209,400,28.7,1,199,556,462187.74,28.7
Fraud,Idaho,,False,True,False,By Day,Immigration Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1210,400,2000,1,199,556,462187.74,2000
Fraud,Idaho,,False,True,False,By Day,Imposter: Business,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,358,55.586592179,1211,400,89750,1,199,556,462187.74,179500
Fraud,Idaho,,False,True,False,By Day,Imposter: Family\Friend,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,358,55.586592179,1212,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Imposter: Government,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,358,55.586592179,1213,400,139,1,199,556,462187.74,139
Fraud,Idaho,,False,True,False,By Day,Internet Access Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,358,55.586592179,1214,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Internet Auction,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1215,400,550,1,199,556,462187.74,550
Fraud,Idaho,,False,True,False,By Day,Internet Information Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,358,55.586592179,1216,400,89.56,1,199,556,462187.74,1412.34
Fraud,Idaho,,False,True,False,By Day,Internet Web Site Design\Promotion,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1217,400,,1,199,556,462187.74,0
Fraud,Idaho,,False,True,False,By Day,Invest: Other (note in comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,358,55.586592179,1218,400,239,1,199,556,462187.74,239
