Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Do Not Call,Kentucky,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,,160,,,1,,1472,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,43,,161,,,1,,1472,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,43,,162,,,1,,1472,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,43,,163,,,1,,1472,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,,164,,,1,,1472,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",17,107,,165,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,107,,166,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,107,,167,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,107,,168,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,107,,169,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",28,107,,170,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",42,107,,171,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,107,,172,,,1,,1591,0,0
Do Not Call,Louisiana,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,107,,173,,,1,,1591,0,0
Do Not Call,Maine,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,31,,174,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,31,,175,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,31,,176,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,31,,177,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,31,,178,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,31,,179,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,31,,180,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,31,,181,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,31,,182,,,1,,1140,0,0
Do Not Call,Maine,,False,False,False,By Day,Money making opportunities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,31,,183,,,1,,1140,0,0
Do Not Call,Maryland,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",46,157,,184,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,157,,185,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,157,,186,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,157,,187,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,157,,188,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,157,,189,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,157,,190,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,157,,191,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,157,,192,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",48,157,,193,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,157,,194,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,157,,195,,,1,,3412,0,0
Do Not Call,Maryland,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,157,,196,,,1,,3412,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",28,121,,197,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,121,,198,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,121,,199,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,121,,200,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,121,,201,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,121,,202,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,121,,203,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,121,,204,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,121,,205,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",25,121,,206,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",22,121,,207,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,121,,208,,,1,,5768,0,0
Do Not Call,Massachusetts,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,121,,209,,,1,,5768,0,0
Do Not Call,Michigan,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",64,229,,210,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,229,,211,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,229,,212,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,229,,213,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,229,,214,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",70,229,,215,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,229,,216,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",39,229,,217,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,229,,218,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,229,,219,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",22,229,,220,,,1,,4297,0,0
Do Not Call,Michigan,,False,False,False,By Day,Money making opportunities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,229,,221,,,1,,4297,0,0
Do Not Call,Minnesota,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",26,89,,222,,,1,,1790,0,0
Do Not Call,Minnesota,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,89,,223,,,1,,1790,0,0
Do Not Call,Minnesota,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,89,,224,,,1,,1790,0,0
Do Not Call,Minnesota,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,89,,225,,,1,,1790,0,0
Do Not Call,Minnesota,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,89,,226,,,1,,1790,0,0
Do Not Call,Minnesota,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,89,,227,,,1,,1790,0,0
Do Not Call,Minnesota,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,89,,228,,,1,,1790,0,0
